1,19
2,22
3,11
4,1
5,92
6,334
7,2548
8,10738
9,13357
10,11026
11,8099
12,5637
13,5136
14,6570
15,6894
16,4797
17,2379
18,1257
19,634
20,542
21,198
22,158
23,46
24,41
25,100
26,279
27,4165
28,13201
29,13216
30,11671
31,8636
32,5044
33,4917
34,6755
35,6720
36,4469
37,3136
38,1330
39,717
40,407
41,212
42,88
43,21
44,3
45,62
46,135
47,345
48,4179
49,14567
50,14543
51,12046
52,7272
53,4662
54,4973
55,7120
56,6622
57,4484
58,2560
59,1209
60,642
61,316
62,256
63,33
64,35
65,12
66,169
67,218
68,3757
69,13659
70,16071
71,12628
72,8277
73,4831
74,4822
75,7034
76,7395
77,5164
78,2820
79,1485
80,901
81,424
82,289
83,82
84,25
85,4
86,47
87,122
88,268
89,3699
90,13854
91,15747
92,13297
93,9069
94,4970
95,5369
96,7236
97,7231
98,5201
99,3205
100,1404
101,861
102,388
103,314
104,14
105,31
106,23
107,1
108,182
109,287
110,4078
111,14435
112,15714
113,13203
114,8612
115,5454
116,5078
117,7196
118,7450
119,4847
120,2827
121,1382
122,715
123,286
124,170
125,93
126,4
127,1
128,41
129,31
130,162
131,183
132,3426
133,13559
134,15675
135,12146
136,8210
137,5070
138,4968
139,7501
140,7145
141,4677
142,2530
143,992
144,613
145,261
146,247
147,67
148,9
149,57
150,112
151,295
152,4109
153,12179
154,14062
155,11606
156,7597
157,4722
158,5053
159,6780
160,6585
161,4014
162,2268
163,1000
164,608
165,420
166,224
167,96
168,13
169,7
170,134
171,311
172,4653
173,13982
174,14548
175,12765
176,8388
177,5536
178,5372
179,6710
180,5624
181,3862
182,2192
183,1166
184,509
185,428
186,167
187,59
188,17
189,15
190,76
191,262
192,4781
193,14305
194,15158
195,11733
196,7269
197,4350
198,4988
199,7255
200,6489
201,4207
202,2235
203,1133
204,574
205,287
206,247
207,150
208,3
209,22
210,1
211,55
212,400
213,5739
214,16752
215,16445
216,12595
217,7716
218,4758
219,5771
220,7873
221,7133
222,4489
223,2787
224,1305
225,695
226,348
227,244
228,210
229,90
230,38
231,15
232,155
233,1132
234,7775
235,16264
236,18211
237,14259
238,10546
239,6829
240,7055
241,9347
242,9087
243,7858
244,5981
245,3446
246,2386
247,1775
248,800
249,367
250,319
251,159
252,47
253,15
254,5
255,90
256,440
257,1814
258,9137
259,16332
260,17785
261,15889
262,13102
263,10004
264,8940
265,10347
266,10264
267,10200
268,8953
269,6466
270,5075
271,3575
272,2580
273,1415
274,591
275,320
276,272
277,85
278,1
279,63
280,816
281,2657
282,8871
283,15991
284,18043
285,16614
286,13764
287,11117
288,11010
289,11723
290,11671
291,11023
292,9645
293,7323
294,6090
295,4759
296,3071
297,1592
298,731
299,440
300,199
301,91
302,54
303,150
304,767
305,2568
306,8392
307,13727
308,15795
309,15174
310,12258
311,10685
312,11305
313,11109
314,12343
315,11595
316,10381
317,7862
318,6953
319,5711
320,3635
321,1930
322,1193
323,519
324,513
325,249
326,165
327,178
328,724
329,3345
330,9509
331,14836
332,14949
333,13767
334,13384
335,12090
336,10287
337,10515
338,10800
339,12152
340,11736
341,10199
342,8569
343,6888
344,4433
345,2977
346,1636
347,618
348,410
349,319
350,83
351,193
352,778
353,2902
354,9635
355,15504
356,16020
357,15043
358,13140
359,10862
360,9753
361,9866
362,10105
363,10582
364,11184
365,9444
366,7956
367,6520
368,4225
369,2666
370,1506
371,755
372,347
373,260
374,295
375,201
376,745
377,2578
378,8688
379,14134
380,14859
381,14606
382,12279
383,10766
384,10069
385,10794
386,10507
387,10751
388,10354
389,9636
390,8141
391,6912
392,4927
393,2900
394,1546
395,908
396,443
397,281
398,231
399,232
400,848
401,2406
402,7578
403,14188
404,15510
405,15663
406,13136
407,11141
408,9867
409,10349
410,10935
411,10533
412,10385
413,9359
414,8131
415,6744
416,4131
417,1959
418,1490
419,713
420,357
421,255
422,109
423,111
424,440
425,2174
426,6839
427,13403
428,16493
429,15561
430,12955
431,10404
432,9819
433,10441
434,11036
435,10617
436,10054
437,8209
438,6572
439,5441
440,3617
441,2095
442,1252
443,710
444,263
445,271
446,246
447,115
448,392
449,1619
450,5222
451,12248
452,16612
453,15414
454,13284
455,10431
456,10532
457,10801
458,10925
459,10242
460,8599
461,6380
462,5012
463,3890
464,2597
465,1732
466,917
467,337
468,340
469,304
470,20
471,63
472,253
473,1563
474,4367
475,10811
476,14118
477,15371
478,12241
479,10051
480,8852
481,10545
482,11127
483,10351
484,7445
485,5888
486,4710
487,3795
488,2403
489,1427
490,786
491,383
492,233
493,196
494,121
495,172
496,336
497,1283
498,6033
499,13757
500,16246
501,14845
502,13240
503,11115
504,9591
505,10079
506,10398
507,9539
508,9002
509,5929
510,4533
511,3792
512,2318
513,1879
514,859
515,251
516,153
517,155
518,41
519,4
520,205
521,723
522,3910
523,11822
524,14899
525,14731
526,11633
527,7987
528,7719
529,9194
530,9638
531,8469
532,6100
533,5397
534,3507
535,2782
536,1500
537,898
538,473
539,232
540,147
541,97
542,22
543,232
544,906
545,4861
546,14554
547,18321
548,16611
549,12781
550,9518
551,8027
552,10064
553,10364
554,8436
555,7153
556,5149
557,3593
558,2232
559,1580
560,1193
561,594
562,217
563,196
564,88
565,12
566,115
567,724
568,4264
569,14688
570,19388
571,18272
572,12713
573,9060
574,8036
575,10373
576,10609
577,9389
578,7449
579,4979
580,3063
581,2634
582,1494
583,805
584,252
585,171
586,116
587,7
588,32
589,49
590,537
591,3874
592,14904
593,19759
594,17974
595,13717
596,9294
597,8470
598,11053
599,11278
600,9609
601,6940
602,4441
603,3083
604,1855
605,1052
606,425
607,227
608,82
609,26
610,61
611,6
612,36
613,83
614,399
615,3534
616,13165
617,19557
618,19976
619,15174
620,10439
621,9274
622,11289
623,12776
624,9993
625,6741
626,3906
627,2397
628,1777
629,1135
630,532
631,198
632,116
633,15
634,43
635,19
636,45
637,56
638,460
639,3051
640,11531
641,17549
642,18194
643,14252
644,10062
645,9353
646,11852
647,12166
648,9563
649,6807
650,4297
651,2868
652,1983
653,1152
654,571
655,239
656,66
657,103
658,1
659,150
660,577
661,5252
662,15359
663,19191
664,18269
665,15384
666,11285
667,9327
668,10974
669,10970
670,9597
671,7195
672,4907
673,2997
674,2309
675,989
676,571
677,85
678,1
679,7
680,94
681,166
682,526
683,4582
684,17100
685,22331
686,20191
687,15035
688,9337
689,8679
690,11362
691,11957
692,9251
693,6646
694,4088
695,2313
696,1593
697,576
698,306
699,202
700,122
701,59
702,30
703,86
704,426
705,4575
706,17348
707,22906
