biz_date,biz_hour,post_count
20160831,20,4999
20160831,21,2424
20160831,22,1091
20160831,23,609
20160901,00,162
20160901,01,74
20160901,02,78
20160901,03,44
20160901,04,38
20160901,05,49
20160901,06,1035
20160901,07,5716
20160901,08,66485
20160901,09,169380
20160901,10,167639
20160901,11,127948
20160901,12,82773
20160901,13,52355
20160901,14,56246
20160901,15,80448
20160901,16,74258
20160901,17,50776
20160901,18,28840
20160901,19,13279
20160901,20,5926
20160901,21,3264
20160901,22,1312
20160901,23,480
20160902,00,150
20160902,01,20
20160902,02,38
20160902,04,28
20160902,05,117
20160902,06,906
20160902,07,5258
20160902,08,69251
20160902,09,167332
20160902,10,170316
20160902,11,129527
20160902,12,84801
20160902,13,52193
20160902,14,55875
20160902,15,76490
20160902,16,72322
20160902,17,51868
20160902,18,31181
20160902,19,14770
20160902,20,6912
20160902,21,3312
20160902,22,1327
20160902,23,609
20160903,00,137
20160903,01,19
20160903,02,23
20160903,03,8
20160903,04,8
20160903,05,167
20160903,06,950
20160903,07,5152
20160903,08,60508
20160903,09,156351
20160903,10,165444
20160903,11,127279
20160903,12,84595
20160903,13,54117
20160903,14,57817
20160903,15,82269
20160903,16,81083
20160903,17,53448
20160903,18,28920
20160903,19,13485
20160903,20,6890
20160903,21,3072
20160903,22,1707
20160903,23,507
20160904,00,154
20160904,01,166
20160904,02,6
20160904,03,6
20160904,04,1
20160904,05,98
20160904,06,989
20160904,07,5479
20160904,08,59425
20160904,09,144156
20160904,10,156903
20160904,11,122061
20160904,12,82394
20160904,13,55029
20160904,14,59349
20160904,15,81452
20160904,16,77845
20160904,17,50818
20160904,18,26784
20160904,19,13435
20160904,20,6056
20160904,21,3442
20160904,22,1868
20160904,23,518
20160905,00,262
20160905,01,52
20160905,02,44
20160905,03,1
20160905,05,100
20160905,06,1185
20160905,07,6822
20160905,08,67548
20160905,09,155243
20160905,10,158387
20160905,11,126615
20160905,12,92761
20160905,13,59973
20160905,14,58051
20160905,15,76142
20160905,16,71829
20160905,17,53028
20160905,18,33158
20160905,19,15785
20160905,20,8294
20160905,21,4577
20160905,22,2045
20160905,23,798
20160906,00,136
20160906,01,37
20160906,02,71
20160906,03,17
20160906,04,5
20160906,05,92
20160906,06,991
20160906,07,6324
20160906,08,67662
20160906,09,163126
20160906,10,166016
20160906,11,126154
20160906,12,84983
20160906,13,55157
20160906,14,56806
20160906,15,79020
20160906,16,73269
20160906,17,50914
20160906,18,30822
20160906,19,14005
20160906,20,7282
20160906,21,3978
20160906,22,1621
20160906,23,511
20160907,00,330
20160907,01,35
20160907,02,48
20160907,04,9
20160907,05,95
20160907,06,976
20160907,07,6394
20160907,08,61185
20160907,09,161733
20160907,10,170308
20160907,11,131448
20160907,12,86652
20160907,13,54545
20160907,14,57705
20160907,15,78096
20160907,16,75937
20160907,17,52844
20160907,18,32010
20160907,19,14873
20160907,20,6756
20160907,21,3765
20160907,22,1626
20160907,23,560
20160908,00,233
20160908,01,25
20160908,02,54
20160908,04,5
20160908,05,102
20160908,06,866
20160908,07,5442
20160908,08,62252
20160908,09,166564
20160908,10,173872
20160908,11,138139
20160908,12,94166
20160908,13,60005
20160908,14,60330
20160908,15,84666
20160908,16,82912
20160908,17,61093
20160908,18,36452
20160908,19,16738
20160908,20,8622
20160908,21,5198
20160908,22,2288
20160908,23,843
20160909,00,217
20160909,01,212
20160909,02,34
20160909,03,10
20160909,04,8
20160909,05,83
20160909,06,1041
20160909,07,6269
20160909,08,66399
20160909,09,173068
20160909,10,185892
20160909,11,148316
20160909,12,100473
20160909,13,65683
20160909,14,65375
20160909,15,89800
20160909,16,89447
20160909,17,65115
20160909,18,40374
20160909,19,20584
20160909,20,10230
20160909,21,6188
20160909,22,2938
20160909,23,742
20160910,00,366
20160910,01,151
20160910,02,111
20160910,03,106
20160910,04,38
20160910,05,129
20160910,06,1515
20160910,07,7244
20160910,08,62424
20160910,09,164903
20160910,10,189060
20160910,11,151896
20160910,12,105091
20160910,13,72353
20160910,14,71368
20160910,15,95807
20160910,16,98229
20160910,17,73097
20160910,18,44227
20160910,19,23072
20160910,20,11305
20160910,21,6646
20160910,22,3356
20160910,23,1356
20160911,00,636
20160911,01,257
20160911,02,60
20160911,03,11
20160911,04,20
20160911,05,204
20160911,06,1767
20160911,07,7533
20160911,08,63938
20160911,09,162928
20160911,10,184205
20160911,11,149946
20160911,12,103362
20160911,13,72327
20160911,14,71222
20160911,15,96994
20160911,16,98391
20160911,17,74156
20160911,18,42571
20160911,19,22098
20160911,20,12509
20160911,21,7059
20160911,22,4181
20160911,23,1821
20160912,00,1296
20160912,01,380
20160912,02,144
20160912,03,115
20160912,04,77
20160912,05,148
20160912,06,2387
20160912,07,10093
20160912,08,74070
20160912,09,177017
20160912,10,189797
20160912,11,153209
20160912,12,122483
20160912,13,81072
20160912,14,74225
20160912,15,94874
20160912,16,96203
20160912,17,78715
20160912,18,56996
20160912,19,31107
20160912,20,19174
20160912,21,10944
20160912,22,6076
20160912,23,2307
20160913,00,971
20160913,01,537
20160913,02,259
20160913,03,219
20160913,04,144
20160913,05,353
20160913,06,2712
20160913,07,9932
20160913,08,76786
20160913,09,192485
20160913,10,201488
20160913,11,159435
20160913,12,112962
20160913,13,73733
20160913,14,71125
20160913,15,94518
20160913,16,97279
20160913,17,79091
20160913,18,55093
20160913,19,30066
20160913,20,17006
20160913,21,11397
20160913,22,5747
20160913,23,1847
20160914,00,599
20160914,01,4
20160914,02,24
20160914,03,1
20160914,04,1
20160914,05,61
20160914,06,452
20160914,07,2448
20160914,08,26275
20160914,09,80649
20160914,10,109870
20160914,11,109936
20160914,12,101616
20160914,13,69794
20160914,14,54108
20160914,15,85540
20160914,16,89215
20160914,17,68496
20160914,18,42965
20160914,19,21750
20160914,20,12119
20160914,21,7178
20160914,22,3468
20160914,23,1341
20160915,00,520
20160915,01,176
20160915,02,23
20160915,03,7
20160915,04,49
20160915,05,212
20160915,06,1421
20160915,07,5778
20160915,08,47163
20160915,09,134137
20160915,10,152824
20160915,11,127510
20160915,12,82997
20160915,13,55499
20160915,14,56820
20160915,15,77743
20160915,16,73487
20160915,17,47781
20160915,18,22932
20160915,19,7846
20160915,20,3427
20160915,21,2181
20160915,22,994
20160915,23,371
20160916,00,102
20160916,01,99
20160916,02,23
20160916,03,10
20160916,04,23
20160916,05,122
20160916,06,1209
20160916,07,5806
20160916,08,48255
20160916,09,119552
20160916,10,133280
20160916,11,111548
20160916,12,79170
20160916,13,52828
20160916,14,57951
20160916,15,75748
20160916,16,69251
20160916,17,44547
20160916,18,23924
20160916,19,11472
20160916,20,6769
20160916,21,4196
20160916,22,2104
20160916,23,1007
20160917,00,344
20160917,01,97
20160917,02,23
20160917,03,12
20160917,04,19
20160917,05,288
20160917,06,1444
20160917,07,8087
20160917,08,65512
20160917,09,137232
20160917,10,134035
20160917,11,97902
20160917,12,59716
20160917,13,44086
20160917,14,55233
20160917,15,72088
20160917,16,60627
20160917,17,37518
20160917,18,19591
20160917,19,9306
20160917,20,6374
20160917,21,3754
20160917,22,3006
20160917,23,1213
20160918,00,511
20160918,01,145
20160918,02,14
20160918,04,8
20160918,05,167
20160918,06,2317
20160918,07,12439
20160918,08,98516
20160918,09,204928
20160918,10,191987
20160918,11,147918
20160918,12,103996
20160918,13,69800
20160918,14,74925
20160918,15,101498
20160918,16,91769
20160918,17,60698
20160918,18,33436
20160918,19,15588
20160918,20,8469
20160918,21,6124
20160918,22,2650
20160918,23,1057
20160919,00,466
20160919,01,104
20160919,02,38
20160919,03,39
20160919,04,19
20160919,05,231
20160919,06,1477
20160919,07,8541
20160919,08,92269
20160919,09,210204
20160919,10,203354
20160919,11,152694
20160919,12,100544
20160919,13,67163
20160919,14,72176
20160919,15,100359
20160919,16,92283
20160919,17,62935
20160919,18,36174
20160919,19,16680
20160919,20,9285
20160919,21,5703
20160919,22,2206
20160919,23,773
20160920,00,307
20160920,01,45
20160920,03,1
20160920,04,18
20160920,05,75
20160920,06,1317
20160920,07,6996
20160920,08,85937
20160920,09,208950
20160920,10,210416
20160920,11,159180
20160920,12,106408
20160920,13,67499
20160920,14,72032
20160920,15,103752
20160920,16,92888
20160920,17,65314
20160920,18,38690
20160920,19,18865
20160920,20,9955
20160920,21,5497
20160920,22,2329
20160920,23,788
20160921,00,309
20160921,01,52
20160921,02,23
20160921,05,175
20160921,06,1243
20160921,07,6584
20160921,08,87589
20160921,09,214116
20160921,10,212831
20160921,11,163348
20160921,12,110298
20160921,13,70823
20160921,14,74985
20160921,15,107225
20160921,16,100623
20160921,17,69980
20160921,18,41563
20160921,19,18456
20160921,20,9569
20160921,21,4722
20160921,22,2195
20160921,23,897
20160922,00,285
20160922,01,32
20160922,03,4
20160922,05,187
20160922,06,969
20160922,07,7331
20160922,08,86901
20160922,09,215265
20160922,10,216436
20160922,11,167769
20160922,12,113802
20160922,13,70312
20160922,14,78204
20160922,15,108860
20160922,16,103052
20160922,17,74481
20160922,18,43674
20160922,19,19740
20160922,20,10073
20160922,21,6041
20160922,22,2572
20160922,23,799
20160923,00,287
20160923,01,41
20160923,02,10
20160923,04,19
20160923,05,161
20160923,06,1065
20160923,07,6590
20160923,08,85953
20160923,09,213478
20160923,10,221915
20160923,11,172145
20160923,12,119577
20160923,13,75448
20160923,14,76826
20160923,15,108540
20160923,16,104979
20160923,17,75163
20160923,18,44718
20160923,19,20827
20160923,20,11703
20160923,21,6091
20160923,22,2976
20160923,23,847
20160924,00,503
20160924,01,131
20160924,02,10
20160924,03,1
20160924,04,4
20160924,05,161
20160924,06,1398
20160924,07,7487
20160924,08,81667
20160924,09,206696
20160924,10,216921
20160924,11,173478
20160924,12,119432
20160924,13,77517
20160924,14,79253
20160924,15,110412
20160924,16,104013
20160924,17,66906
20160924,18,39998
20160924,19,18275
20160924,20,9760
20160924,21,4763
20160924,22,1558
20160924,23,782
20160925,00,185
20160925,01,74
20160925,02,8
20160925,03,3
20160925,04,14
20160925,05,405
20160925,06,1414
20160925,07,7849
20160925,08,79482
20160925,09,188235
20160925,10,204304
20160925,11,163604
20160925,12,110691
20160925,13,72030
20160925,14,76861
20160925,15,104006
20160925,16,98413
20160925,17,65371
20160925,18,34197
20160925,19,16313
20160925,20,9459
20160925,21,5401
20160925,22,2252
20160925,23,723
20160926,00,476
20160926,01,130
20160926,02,20
20160926,03,2
20160926,04,20
20160926,05,246
20160926,06,1678
20160926,07,10834
20160926,08,95757
20160926,09,206634
20160926,10,205737
20160926,11,160362
20160926,12,118816
20160926,13,79552
20160926,14,79159
20160926,15,101169
20160926,16,93086
20160926,17,63804
20160926,18,39512
20160926,19,18454
20160926,20,9927
20160926,21,5440
20160926,22,2523
20160926,23,988
20160927,00,484
20160927,01,57
20160927,02,33
20160927,03,20
20160927,05,316
20160927,06,1228
20160927,07,8896
20160927,08,93109
20160927,09,219334
20160927,10,215823
20160927,11,164693
20160927,12,108534
20160927,13,67713
20160927,14,75300
20160927,15,102588
20160927,16,94899
20160927,17,64025
20160927,18,36359
20160927,19,17316
20160927,20,9331
20160927,21,4584
20160927,22,1804
20160927,23,783
20160928,00,167
20160928,01,145
20160928,02,46
20160928,03,2
20160928,04,15
20160928,05,194
20160928,06,1402
20160928,07,7220
20160928,08,84675
20160928,09,213305
20160928,10,217676
20160928,11,166258
20160928,12,110509
20160928,13,67212
20160928,14,71417
20160928,15,105399
20160928,16,100008
20160928,17,70428
20160928,18,39165
20160928,19,14490
20160928,20,7996
20160928,21,4785
20160928,22,1966
20160928,23,697
20160929,00,337
20160929,01,136
20160929,02,49
20160929,03,6
20160929,05,172
20160929,06,1165
20160929,07,6530
20160929,08,77111
20160929,09,203476
20160929,10,215718
20160929,11,170524
20160929,12,116642
20160929,13,73419
20160929,14,75105
20160929,15,106805
20160929,16,102248
20160929,17,73726
20160929,18,42211
20160929,19,18944
20160929,20,10272
20160929,21,5447
20160929,22,2677
20160929,23,1006
20160930,00,294
20160930,01,112
20160930,02,50
20160930,04,11
20160930,05,202
20160930,06,1213
20160930,07,7423
20160930,08,82260
20160930,09,205745
20160930,10,217075
20160930,11,170130
20160930,12,114826
20160930,13,73959
20160930,14,79039
20160930,15,108564
20160930,16,104478
20160930,17,73051
20160930,18,40237
20160930,19,18467
20160930,20,9313
20160930,21,5110
20160930,22,2563
20160930,23,830
20161001,07,1
20161001,08,127
20161001,09,637
20161001,10,826
20161001,11,410
20161001,12,210
20161001,13,58
20161001,14,88
20161001,15,217
20161001,16,1302
20161001,17,15798
20161001,18,21233
20161001,19,8836
20161001,20,4161
20161001,21,2402
20161001,22,1213
20161001,23,426
20161002,00,146
20161002,01,89
20161002,02,51
20161002,03,7
20161002,04,8
20161002,05,138
20161002,06,972
20161002,07,10907
20161002,08,87840
20161002,09,153012
20161002,10,149893
20161002,11,112732
20161002,12,72652
20161002,13,54037
20161002,14,65493
20161002,15,74719
20161002,16,60035
20161002,17,37916
20161002,18,17525
20161002,19,8081
20161002,20,4604
20161002,21,2609
20161002,22,1297
20161002,23,499
20161003,00,200
20161003,01,51
20161003,02,3
20161003,03,43
20161003,04,35
20161003,05,180
20161003,06,943
20161003,07,9371
20161003,08,86520
20161003,09,165530
20161003,10,158069
20161003,11,115366
20161003,12,72818
20161003,13,54319
20161003,14,62712
20161003,15,71531
20161003,16,56185
20161003,17,35349
20161003,18,16511
20161003,19,8006
20161003,20,4285
20161003,21,2884
20161003,22,1759
20161003,23,637
20161004,00,438
20161004,01,146
20161004,02,33
20161004,03,2
20161004,04,25
20161004,05,200
20161004,06,1155
20161004,07,10606
20161004,08,89946
20161004,09,170522
20161004,10,168918
20161004,11,120787
20161004,12,77208
20161004,13,57639
20161004,14,67618
20161004,15,78193
20161004,16,62884
20161004,17,40156
20161004,18,19457
20161004,19,8738
20161004,20,5424
20161004,21,3360
20161004,22,1665
20161004,23,606
20161005,00,233
20161005,01,52
20161005,02,25
20161005,03,24
20161005,04,28
20161005,05,171
20161005,06,1172
20161005,07,10129
20161005,08,92136
20161005,09,180205
20161005,10,181663
20161005,11,135263
20161005,12,88124
20161005,13,63668
20161005,14,72526
20161005,15,90271
20161005,16,75415
20161005,17,49096
20161005,18,25221
20161005,19,11287
20161005,20,6961
20161005,21,3811
20161005,22,1969
20161005,23,837
20161006,00,384
20161006,01,89
20161006,02,49
20161006,04,18
20161006,05,167
20161006,06,1450
20161006,07,10448
20161006,08,93886
20161006,09,186967
20161006,10,187171
20161006,11,139900
20161006,12,91023
20161006,13,66275
20161006,14,76805
20161006,15,97098
20161006,16,83147
20161006,17,50451
20161006,18,24724
20161006,19,10664
20161006,20,6381
20161006,21,3517
20161006,22,2259
20161006,23,766
20161007,00,350
20161007,01,143
20161007,02,66
20161007,03,1
20161007,04,30
20161007,05,174
20161007,06,1432
20161007,07,9351
20161007,08,88386
20161007,09,188762
20161007,10,196675
20161007,11,148502
20161007,12,98686
20161007,13,69690
20161007,14,78365
20161007,15,103598
20161007,16,88316
20161007,17,54337
20161007,18,25872
20161007,19,11888
20161007,20,7258
20161007,21,4039
20161007,22,2207
20161007,23,597
20161008,00,324
20161008,01,132
20161008,02,123
20161008,03,27
20161008,04,18
20161008,05,236
20161008,06,1597
20161008,07,9921
20161008,08,93831
20161008,09,206759
20161008,10,210048
20161008,11,161821
20161008,12,116625
20161008,13,78439
20161008,14,82697
20161008,15,104434
20161008,16,88848
20161008,17,58258
20161008,18,31100
20161008,19,14369
20161008,20,8431
20161008,21,4556
20161008,22,2149
20161008,23,810
20161009,00,242
20161009,01,29
20161009,02,119
20161009,03,78
20161009,04,91
20161009,05,199
20161009,06,1333
20161009,07,8828
20161009,08,95747
20161009,09,219337
20161009,10,219500
20161009,11,166345
20161009,12,111624
20161009,13,72671
20161009,14,84371
20161009,15,111534
20161009,16,98460
20161009,17,61353
20161009,18,30644
20161009,19,14027
20161009,20,7357
20161009,21,4098
20161009,22,1893
20161009,23,717
20161010,00,259
20161010,01,181
20161010,02,45
20161010,03,22
20161010,04,3
20161010,05,178
20161010,06,1288
20161010,07,7738
20161010,08,91395
20161010,09,221995
20161010,10,229220
20161010,11,177025
20161010,12,120611
20161010,13,78336
20161010,14,84599
20161010,15,112816
20161010,16,103367
20161010,17,69050
20161010,18,37575
20161010,19,16787
20161010,20,9255
20161010,21,5033
20161010,22,2821
20161010,23,960
20161011,00,272
20161011,01,171
20161011,02,76
20161011,03,19
20161011,04,5
20161011,05,310
20161011,06,1635
20161011,07,7570
20161011,08,88713
20161011,09,226057
20161011,10,234666
20161011,11,183858
20161011,12,124113
20161011,13,77897
20161011,14,86331
20161011,15,118569
20161011,16,111828
20161011,17,78881
20161011,18,42273
20161011,19,18884
20161011,20,10808
20161011,21,5513
20161011,22,2600
20161011,23,1250
20161012,00,629
20161012,01,156
20161012,02,25
20161012,03,17
20161012,04,20
20161012,05,172
20161012,06,1270
20161012,07,7195
20161012,08,84036
20161012,09,221486
20161012,10,243033
20161012,11,189026
20161012,12,129711
20161012,13,83031
20161012,14,87414
20161012,15,122531
20161012,16,117620
20161012,17,84605
20161012,18,47598
20161012,19,22562
20161012,20,11459
20161012,21,6489
20161012,22,3333
20161012,23,1071
20161013,00,380
20161013,01,215
20161013,02,21
20161013,03,9
20161013,04,1
20161013,05,288
20161013,06,1704
20161013,07,7570
20161013,08,85079
20161013,09,226822
20161013,10,247256
20161013,11,194550
20161013,12,137395
20161013,13,88898
20161013,14,89231
20161013,15,119664
20161013,16,119155
20161013,17,90164
20161013,18,52726
20161013,19,23402
20161013,20,12936
20161013,21,6776
20161013,22,3720
20161013,23,1378
20161014,00,681
20161014,01,176
20161014,02,47
20161014,04,16
20161014,05,218
20161014,06,1758
20161014,07,8026
20161014,08,82387
20161014,09,222483
20161014,10,248860
20161014,11,200687
20161014,12,142700
20161014,13,94059
20161014,14,91225
20161014,15,120290
20161014,16,119458
20161014,17,91206
20161014,18,56346
20161014,19,26353
20161014,20,14559
20161014,21,8181
20161014,22,4363
20161014,23,1751
20161015,00,541
20161015,01,122
20161015,02,49
20161015,03,12
20161015,04,47
20161015,05,286
20161015,06,1326
20161015,07,7720
20161015,08,73329
20161015,09,210512
20161015,10,246714
20161015,11,200274
20161015,12,140859
20161015,13,93484
20161015,14,92636
20161015,15,122225
20161015,16,121429
20161015,17,88216
20161015,18,49705
20161015,19,23894
20161015,20,12767
20161015,21,7729
20161015,22,3949
20161015,23,1588
20161016,00,683
20161016,01,138
20161016,02,68
20161016,03,43
20161016,04,37
20161016,05,299
20161016,06,1859
20161016,07,8010
20161016,08,76374
20161016,09,189740
20161016,10,228379
20161016,11,186625
20161016,12,131979
20161016,13,90010
20161016,14,90943
20161016,15,120107
20161016,16,114743
20161016,17,80384
20161016,18,46347
20161016,19,21852
20161016,20,13229
20161016,21,7668
20161016,22,3708
20161016,23,1328
20161017,00,560
20161017,01,346
20161017,02,100
20161017,03,30
20161017,04,31
20161017,05,331
20161017,06,2103
20161017,07,10164
20161017,08,94050
20161017,09,223647
20161017,10,231737
20161017,11,184333
20161017,12,141314
20161017,13,96050
20161017,14,92983
20161017,15,111709
20161017,16,102913
20161017,17,74467
20161017,18,45734
20161017,19,24441
20161017,20,12842
20161017,21,7010
20161017,22,3789
20161017,23,1325
20161018,00,559
20161018,01,196
20161018,02,100
20161018,03,20
20161018,04,5
20161018,05,348
20161018,06,1506
20161018,07,8914
20161018,08,92695
20161018,09,230133
20161018,10,236354
20161018,11,182498
20161018,12,125642
20161018,13,84700
20161018,14,86575
20161018,15,107611
20161018,16,98432
20161018,17,69696
20161018,18,42338
20161018,19,21753
20161018,20,12030
20161018,21,6869
20161018,22,3147
20161018,23,1447
20161019,00,565
20161019,01,118
20161019,02,34
20161019,03,30
20161019,04,95
20161019,05,168
20161019,06,1414
20161019,07,7986
20161019,08,89335
20161019,09,220248
20161019,10,238519
20161019,11,188380
20161019,12,130551
20161019,13,85044
20161019,14,89802
20161019,15,114789
20161019,16,106927
20161019,17,76700
20161019,18,45590
20161019,19,24261
20161019,20,14437
20161019,21,7371
20161019,22,4534
20161019,23,1977
20161020,00,733
20161020,01,351
20161020,02,100
20161020,03,76
20161020,04,52
20161020,05,155
20161020,06,1139
20161020,07,7976
20161020,08,84278
20161020,09,220253
20161020,10,243636
20161020,11,191822
20161020,12,136301
20161020,13,89883
20161020,14,89918
20161020,15,117367
20161020,16,112581
20161020,17,82340
20161020,18,49800
20161020,19,24946
20161020,20,14442
20161020,21,8230
20161020,22,4195
20161020,23,1903
20161021,00,563
20161021,01,186
20161021,02,65
20161021,03,173
20161021,04,47
20161021,05,195
20161021,06,1232
20161021,07,6897
20161021,08,73075
20161021,09,207828
20161021,10,247871
20161021,11,197929
20161021,12,138692
20161021,13,90505
20161021,14,86318
20161021,15,112701
20161021,16,105491
20161021,17,77666
20161021,18,46374
20161021,19,22769
20161021,20,12701
20161021,21,7343
20161021,22,3361
20161021,23,1889
20161022,00,737
20161022,01,244
20161022,02,88
20161022,03,50
20161022,04,65
20161022,05,89
20161022,06,1253
20161022,07,8274
20161022,08,66488
20161022,09,190916
20161022,10,231427
20161022,11,197778
20161022,12,144844
20161022,13,101248
20161022,14,96205
20161022,15,120793
20161022,16,117805
20161022,17,81164
20161022,18,46869
20161022,19,22879
20161022,20,14376
20161022,21,8711
20161022,22,4690
20161022,23,1939
20161023,00,856
20161023,01,273
20161023,02,42
20161023,03,79
20161023,04,102
20161023,05,226
20161023,06,1385
20161023,07,8526
20161023,08,73303
20161023,09,190587
20161023,10,219623
20161023,11,182985
20161023,12,126850
20161023,13,87831
20161023,14,91296
20161023,15,115637
20161023,16,108226
20161023,17,73715
20161023,18,40785
20161023,19,20956
20161023,20,12342
20161023,21,7281
20161023,22,3539
20161023,23,1475
20161024,00,993
20161024,01,213
20161024,02,19
20161024,03,30
20161024,04,19
20161024,05,230
20161024,06,1916
20161024,07,9550
20161024,08,88814
20161024,09,218214
20161024,10,232806
20161024,11,188543
20161024,12,145013
20161024,13,98559
20161024,14,92913
20161024,15,111508
20161024,16,101198
20161024,17,72534
20161024,18,37346
20161024,19,25012
20161024,20,13848
20161024,21,8552
20161024,22,4179
20161024,23,1506
20161025,00,495
20161025,01,220
20161025,02,22
20161025,03,27
20161025,04,53
20161025,05,253
20161025,06,1272
20161025,07,6807
20161025,08,75877
20161025,09,200659
20161025,10,223924
20161025,11,176185
20161025,12,125038
20161025,13,84816
20161025,14,93770
20161025,15,124810
20161025,16,109805
20161025,17,73319
20161025,18,41233
20161025,19,19627
20161025,20,11503
20161025,21,6003
20161025,22,3635
20161025,23,1292
20161026,00,487
20161026,01,159
20161026,02,13
20161026,03,15
20161026,04,9
20161026,05,140
20161026,06,1268
20161026,07,7259
20161026,08,77560
20161026,09,215681
20161026,10,247077
20161026,11,198192
20161026,12,137583
20161026,13,90597
20161026,14,91440
20161026,15,118252
20161026,16,113680
20161026,17,82334
20161026,18,47519
20161026,19,22127
20161026,20,12353
20161026,21,7442
20161026,22,3601
20161026,23,1193
20161027,00,624
20161027,01,201
20161027,02,46
20161027,03,19
20161027,04,66
20161027,05,220
20161027,06,1714
20161027,07,7381
20161027,08,77091
20161027,09,219641
20161027,10,243011
20161027,11,199408
20161027,12,141452
20161027,13,93542
20161027,14,92627
20161027,15,120236
20161027,16,117822
20161027,17,86128
20161027,18,51119
20161027,19,25960
20161027,20,15234
20161027,21,8768
20161027,22,4201
20161027,23,1670
20161028,00,588
20161028,01,187
20161028,02,30
20161028,03,34
20161028,04,108
20161028,05,268
20161028,06,1755
20161028,07,8095
20161028,08,81375
20161028,09,226932
20161028,10,253861
20161028,11,207582
20161028,12,147202
20161028,13,94138
20161028,14,91946
20161028,15,123381
20161028,16,118293
20161028,17,85728
20161028,18,52612
20161028,19,28194
20161028,20,14917
20161028,21,9691
20161028,22,4939
20161028,23,1461
20161029,00,505
20161029,01,214
20161029,02,144
20161029,03,42
20161029,04,46
20161029,05,209
20161029,06,1485
20161029,07,7217
20161029,08,70939
20161029,09,208191
20161029,10,244357
20161029,11,200112
20161029,12,144212
20161029,13,95273
20161029,14,93727
20161029,15,124922
20161029,16,122629
20161029,17,83506
20161029,18,46414
20161029,19,23644
20161029,20,13409
20161029,21,7496
20161029,22,3831
20161029,23,1521
20161030,00,928
20161030,01,304
20161030,02,76
20161030,03,27
20161030,04,97
20161030,05,340
20161030,06,1389
20161030,07,7716
20161030,08,75148
20161030,09,207082
20161030,10,232695
20161030,11,189733
20161030,12,131687
20161030,13,89864
20161030,14,95417
20161030,15,120744
20161030,16,111994
20161030,17,74705
20161030,18,38581
20161030,19,18638
20161030,20,11633
20161030,21,6687
20161030,22,3434
20161030,23,1311
20161031,00,735
20161031,01,476
20161031,02,225
20161031,03,57
20161031,04,5
20161031,05,241
20161031,06,1721
20161031,07,8573
20161031,08,80724
20161031,09,216629
20161031,10,240656
20161031,11,191347
20161031,12,146622
20161031,13,98045
20161031,14,94797
20161031,15,117595
20161031,16,107879
20161031,17,75723
20161031,18,43477
20161031,19,23167
20161031,20,13161
20161031,21,7067
20161031,22,3717
20161031,23,1417
20161101,00,505
20161101,01,306
20161101,02,53
20161101,03,2
20161101,05,235
20161101,06,1042
20161101,07,8139
20161101,08,86382
20161101,09,239545
20161101,10,252972
20161101,11,195261
20161101,12,132772
20161101,13,88432
20161101,14,91143
20161101,15,123784
20161101,16,110710
20161101,17,75678
20161101,18,44803
20161101,19,20854
20161101,20,11879
20161101,21,6935
20161101,22,3442
20161101,23,1435
20161102,00,671
20161102,01,320
20161102,02,77
20161102,06,84
20161102,07,7185
20161102,08,85624
20161102,09,241002
20161102,10,264164
20161102,11,203795
20161102,12,142064
20161102,13,92219
20161102,14,95048
20161102,15,127198
20161102,16,117619
20161102,17,83964
20161102,18,47592
20161102,19,22996
20161102,20,12160
20161102,21,7260
20161102,22,3246
20161102,23,1126
20161103,00,521
20161103,01,298
20161103,02,156
20161103,03,73
20161103,04,8
20161103,05,150
20161103,06,1444
20161103,07,6658
20161103,08,81317
20161103,09,235186
20161103,10,269103
20161103,11,207664
20161103,12,146303
20161103,13,94387
20161103,14,96886
20161103,15,126698
20161103,16,116369
20161103,17,82907
20161103,18,48073
20161103,19,23542
20161103,20,12114
20161103,21,6548
20161103,22,2996
20161103,23,1019
20161104,00,268
20161104,01,200
20161104,02,47
20161104,03,59
20161104,04,54
20161104,05,239
20161104,06,1155
20161104,07,6913
20161104,08,81909
20161104,09,234628
20161104,10,253168
20161104,11,198224
20161104,12,135485
20161104,13,87768
20161104,14,93756
20161104,15,118824
20161104,16,107917
20161104,17,75105
20161104,18,40910
20161104,19,19051
20161104,20,9562
20161104,21,5940
20161104,22,2582
20161104,23,964
20161105,00,403
20161105,01,132
20161105,02,17
20161105,03,26
20161105,04,1
20161105,05,171
20161105,06,1073
20161105,07,7606
20161105,08,85952
20161105,09,225382
20161105,10,241798
20161105,11,188758
20161105,12,124094
20161105,13,81152
20161105,14,89594
20161105,15,115750
20161105,16,102038
20161105,17,64019
20161105,18,31507
20161105,19,13808
20161105,20,8096
20161105,21,4959
20161105,22,2294
20161105,23,968
20161106,00,284
20161106,01,153
20161106,02,98
20161106,03,56
20161106,04,17
20161106,05,166
20161106,06,1073
20161106,07,7598
20161106,08,88701
20161106,09,215751
20161106,10,224887
20161106,11,172774
20161106,12,113528
20161106,13,79078
20161106,14,93166
20161106,15,117708
20161106,16,100824
20161106,17,60235
20161106,18,29335
20161106,19,13502
20161106,20,7718
20161106,21,4391
20161106,22,1899
20161106,23,834
20161107,00,335
20161107,01,277
20161107,02,67
20161107,03,87
20161107,04,63
20161107,05,158
20161107,06,1325
20161107,07,7846
20161107,08,89999
20161107,09,223733
20161107,10,232319
20161107,11,180688
20161107,12,128733
20161107,13,87357
20161107,14,87355
20161107,15,105003
20161107,16,93922
