995,5,658
996,6,3128
997,7,29279
998,8,362456
999,9,853858
1000,10,957310
1001,11,782650
1002,12,527418
1003,13,341562
1004,14,358114
1005,15,469572
1006,16,431780
1007,17,297362
1008,18,179232
1009,19,88089
1010,20,40278
1011,21,19122
1012,22,6852
1013,23,3124
1014,0,1122
1015,1,387
1016,2,197
1017,3,232
1018,4,70
1019,5,554
1020,6,3842
1021,7,29624
1022,8,358035
1023,9,832752
1024,10,923849
1025,11,757087
1026,12,496981
1027,13,335184
1028,14,365064
1029,15,481572
1030,16,435215
1031,17,283438
1032,18,158419
1033,19,73982
1034,20,34712
1035,21,17431
1036,22,7517
1037,23,2952
1038,0,1162
1039,1,397
1040,2,354
1041,3,181
1042,4,138
1043,5,547
1044,6,4302
1045,7,39135
1046,8,394444
1047,9,805563
1048,10,868589
1049,11,698560
1050,12,472001
1051,13,338696
1052,14,379483
1053,15,475989
1054,16,414348
1055,17,275184
1056,18,154479
1057,19,75833
1058,20,37222
1059,21,19121
1060,22,6916
1061,23,3547
1062,24,2
1063,0,1429
1064,1,336
1065,2,162
1066,3,15
1067,4,146
1068,5,745
1069,6,4595
1070,7,44436
1071,8,430094
1072,9,863462
1073,10,897095
1074,11,709766
1075,12,503302
1076,13,347755
1077,14,362518
1078,15,438834
1079,16,374513
1080,17,261355
1081,18,160184
1082,19,83462
1083,20,41046
1084,21,20664
1085,22,8443
1086,23,3562
1087,0,1069
1088,1,354
1089,2,150
1090,3,62
1091,4,99
1092,5,673
1093,6,3984
1094,7,39838
1095,8,452926
1096,9,916945
1097,10,927371
1098,11,717637
1099,12,469012
1100,13,312533
1101,14,366803
1102,15,457032
1103,16,381117
1104,17,255547
1105,18,140519
1106,19,76648
1107,20,37249
1108,21,17476
1109,22,7044
1110,23,2857
1111,0,1253
1112,1,429
1113,2,205
1114,3,142
1115,4,81
1116,5,549
1117,6,3762
1118,7,37329
1119,8,445062
1120,9,931856
1121,10,945382
1122,11,732177
1123,12,483169
1124,13,312950
1125,14,360530
1126,15,466469
1127,16,404621
1128,17,269326
1129,18,158658
1130,19,75150
1131,20,34775
1132,21,15141
1133,22,6222
1134,23,2931
1135,0,1244
1136,1,286
1137,2,75
1138,3,121
1139,4,111
1140,5,729
1141,6,4098
1142,7,35376
1143,8,433476
1144,9,929420
1145,10,978998
1146,11,762913
1147,12,496501
1148,13,314805
1149,14,357866
1150,15,477966
1151,16,428403
1152,17,289865
1153,18,172034
1154,19,81388
1155,20,37402
1156,21,16881
1157,22,7691
1158,23,2803
1159,0,1144
1160,1,387
1161,2,150
1162,3,68
1163,4,177
1164,5,680
1165,6,3449
1166,7,36217
1167,8,428488
1168,9,923772
1169,10,984486
1170,11,777633
1171,12,505248
1172,13,330983
1173,14,370312
1174,15,488487
1175,16,429504
1176,17,285311
1177,18,171102
1178,19,80704
1179,20,36206
1180,21,17161
1181,22,6914
1182,23,3222
1183,0,1404
1184,1,698
1185,2,81
1186,3,32
1187,4,134
1188,5,390
1189,6,3597
1190,7,35581
1191,8,394499
1192,9,886218
1193,10,975938
1194,11,770865
1195,12,502164
1196,13,335086
1197,14,373358
1198,15,491379
1199,16,443851
1200,17,281731
1201,18,154534
1202,19,72112
1203,20,33736
1204,21,16597
1205,22,6718
1206,23,3204
1207,0,1345
1208,1,356
1209,2,91
1210,3,105
1211,4,217
1212,5,879
1213,6,4931
1214,7,36033
1215,8,386347
1216,9,843200
1217,10,934794
1218,11,741888
1219,12,489672
1220,13,326687
1221,14,370971
1222,15,477571
1223,16,422386
1224,17,266356
1225,18,148549
1226,19,73773
1227,20,35439
1228,21,16865
1229,22,7499
1230,23,3000
1231,0,1107
1232,1,616
1233,2,156
1234,3,124
1235,4,210
1236,5,850
1237,6,6369
1238,7,43323
1239,8,435398
1240,9,866905
1241,10,914090
1242,11,740025
1243,12,517604
1244,13,344908
1245,14,350895
1246,15,451666
1247,16,407467
1248,17,281537
1249,18,171659
1250,19,84422
1251,20,40958
1252,21,21715
1253,22,9336
1254,23,3252
1255,0,1258
1256,1,344
1257,2,135
1258,3,84
1259,4,176
1260,5,578
1261,6,5240
1262,7,42881
1263,8,428461
1264,9,885800
1265,10,947139
1266,11,755728
1267,12,504271
1268,13,342120
1269,14,374261
1270,15,482197
1271,16,421706
1272,17,286885
1273,18,174325
1274,19,83805
1275,20,41431
1276,21,20159
1277,22,9421
1278,23,3329
1279,0,959
1280,1,404
1281,2,95
1282,3,38
1283,4,90
1284,5,812
1285,6,4383
1286,7,41894
1287,8,437600
1288,9,937747
1289,10,995467
1290,11,787314
1291,12,525153
1292,13,343465
1293,14,377865
1294,15,498190
1295,16,457210
1296,17,319037
1297,18,196457
1298,19,95406
1299,20,44715
1300,21,20373
1301,22,7325
1302,23,2645
1303,0,1344
1304,1,306
1305,2,141
1306,3,76
1307,4,50
1308,5,662
1309,6,4048
1310,7,38037
1311,8,419113
1312,9,925887
1313,10,996280
1314,11,810978
1315,12,546734
1316,13,356890
1317,14,369824
1318,15,492214
1319,16,442716
1320,17,318600
1321,18,211048
1322,19,114266
1323,20,53543
1324,21,26197
1325,22,10584
1326,23,3938
1327,0,1259
1328,1,295
1329,2,212
1330,3,32
1331,4,33
1332,5,640
1333,6,4680
1334,7,39047
1335,8,427084
1336,9,924899
1337,10,994055
1338,11,800782
1339,12,538382
1340,13,347954
1341,14,366216
1342,15,485008
1343,16,449953
1344,17,315929
1345,18,199115
1346,19,100269
1347,20,47968
1348,21,21793
1349,22,7785
1350,23,3444
1351,0,1282
1352,1,762
1353,2,321
1354,3,108
1355,4,62
1356,5,732
1357,6,4500
1358,7,38939
1359,8,425811
1360,9,917872
1361,10,986948
1362,11,790340
1363,12,524097
1364,13,338355
1365,14,369139
1366,15,472005
1367,16,423912
1368,17,285079
1369,18,171636
1370,19,86393
1371,20,39483
1372,21,18073
1373,22,7512
1374,23,3372
1375,0,1348
1376,1,769
1377,2,303
1378,3,77
1379,4,116
1380,5,816
1381,6,4131
1382,7,42966
1383,8,421928
1384,9,865137
1385,10,921804
1386,11,715819
1387,12,451508
1388,13,304260
1389,14,354597
1390,15,453290
1391,16,376188
1392,17,238250
1393,18,126581
1394,19,58779
1395,20,27408
1396,21,12970
1397,22,6704
1398,23,2409
1399,0,995
1400,1,493
1401,2,292
1402,3,130
1403,4,115
1404,5,674
1405,6,4471
1406,7,50094
1407,8,434628
1408,9,826831
1409,10,848822
1410,11,638483
1411,12,392673
1412,13,270343
1413,14,333004
1414,15,408643
1415,16,336684
1416,17,207219
1417,18,110806
1418,19,52741
1419,20,25655
1420,21,12810
1421,22,6084
1422,23,2558
1423,0,1187
1424,1,357
1425,2,207
1426,3,108
1427,4,145
1428,5,790
1429,6,5087
1430,7,58048
1431,8,439224
1432,9,812160
1433,10,818163
1434,11,602551
1435,12,365382
1436,13,258182
1437,14,336404
1438,15,411888
1439,16,336295
1440,17,204974
1441,18,108172
1442,19,51576
1443,20,23557
1444,21,12375
1445,22,6505
1446,23,2960
1447,0,919
1448,1,870
1449,2,426
1450,3,196
1451,4,59
1452,5,924
1453,6,6969
1454,7,63986
1455,8,498053
1456,9,843584
1457,10,823228
1458,11,620547
1459,12,410753
1460,13,287568
1461,14,344602
1462,15,406450
1463,16,310967
1464,17,188918
1465,18,104113
1466,19,50513
1467,20,24975
1468,21,12234
1469,22,6628
1470,23,2706
1471,0,662
1472,1,450
1473,2,354
1474,3,247
1475,4,62
1476,5,793
1477,6,5020
1478,7,60988
1479,8,500481
1480,9,899951
1481,10,853266
1482,11,603386
1483,12,354594
1484,13,253083
1485,14,338650
1486,15,427953
1487,16,344286
1488,17,215174
1489,18,117007
1490,19,54287
1491,20,22918
1492,21,10008
1493,22,4407
1494,23,1548
1495,0,817
1496,1,438
1497,2,147
1498,3,147
1499,4,92
1500,5,521
1501,6,4027
1502,7,46135
1503,8,450460
1504,9,922558
1505,10,978413
1506,11,772656
1507,12,504811
1508,13,332555
1509,14,370260
1510,15,502611
1511,16,460815
1512,17,312728
1513,18,190061
1514,19,93425
1515,20,41674
1516,21,18611
1517,22,8451
1518,23,3384
1519,0,1098
1520,1,401
1521,2,146
1522,3,86
1523,4,118
1524,5,533
1525,6,4405
1526,7,40098
1527,8,387377
1528,9,854112
1529,10,981395
1530,11,817725
1531,12,554606
1532,13,372006
1533,14,388777
1534,15,527249
1535,16,500321
1536,17,338564
1537,18,192460
1538,19,97099
1539,20,43952
1540,21,20026
1541,22,9440
1542,23,4117
1543,0,1459
1544,1,610
1545,2,159
1546,3,71
1547,4,44
1548,5,730
1549,6,5238
1550,7,44350
1551,8,392228
1552,9,816721
1553,10,946968
1554,11,782162
1555,12,524273
1556,13,356149
1557,14,384188
1558,15,505379
1559,16,464141
1560,17,308437
1561,18,176370
1562,19,91049
1563,20,42905
1564,21,19613
1565,22,8401
1566,23,4193
1567,0,1875
1568,1,752
1569,2,282
1570,3,40
1571,4,97
1572,5,820
1573,6,6585
1574,7,52449
1575,8,454782
1576,9,889036
1577,10,936233
1578,11,755180
1579,12,535279
1580,13,362406
1581,14,381555
1582,15,471714
1583,16,406655
1584,17,274665
1585,18,168679
1586,19,85074
1587,20,42946
1588,21,20730
1589,22,8998
1590,23,3704
1591,0,1536
1592,1,782
1593,2,216
1594,3,68
1595,4,110
1596,5,958
1597,6,4437
1598,7,50469
1599,8,458049
1600,9,908714
1601,10,958050
1602,11,741354
1603,12,481316
1604,13,312739
1605,14,367171
1606,15,474677
1607,16,410596
1608,17,272607
1609,18,160087
1610,19,78096
1611,20,36147
1612,21,16265
1613,22,6815
1614,23,3136
1615,0,1082
1616,1,485
1617,2,92
1618,3,186
1619,4,74
1620,5,835
1621,6,3909
1622,7,43021
1623,8,438441
1624,9,910077
1625,10,991729
1626,11,796906
1627,12,527491
1628,13,340926
1629,14,366840
1630,15,479692
1631,16,433146
1632,17,292995
1633,18,179336
1634,19,84762
1635,20,39434
1636,21,17151
1637,22,7093
1638,23,2883
1639,0,1239
1640,1,331
1641,2,147
1642,3,2
1643,4,60
1644,5,783
1645,6,3654
1646,7,43004
1647,8,443443
1648,9,933935
1649,10,1003452
1650,11,800658
1651,12,531337
1652,13,341060
1653,14,372260
1654,15,495760
1655,16,453373
1656,17,312429
1657,18,184740
1658,19,88113
1659,20,39226
1660,21,17337
1661,22,7199
1662,23,3002
1663,0,1259
1664,1,515
1665,2,246
1666,3,77
1667,4,39
1668,5,776
1669,6,4286
1670,7,41165
1671,8,434921
1672,9,930956
1673,10,1016667
1674,11,813494
1675,12,541334
1676,13,348411
1677,14,372821
1678,15,500093
1679,16,449583
1680,17,305019
1681,18,186399
1682,19,91824
1683,20,42290
1684,21,18557
1685,22,7220
1686,23,3497
1687,0,1128
1688,1,637
1689,2,272
1690,3,190
1691,4,194
1692,5,784
1693,6,4227
1694,7,42199
1695,8,426004
1696,9,918394
1697,10,998280
1698,11,800687
1699,12,515816
1700,13,342091
1701,14,381145
1702,15,507340
1703,16,454790
1704,17,290636
1705,18,161831
1706,19,78008
1707,20,33845
1708,21,16256
1709,22,6560
1710,23,2649
1711,0,1185
1712,1,581
1713,2,173
1714,3,76
1715,4,162
1716,5,793
1717,6,5064
1718,7,49320
1719,8,432788
1720,9,894452
1721,10,951651
1722,11,725205
1723,12,456391
1724,13,302366
1725,14,350738
1726,15,451512
1727,16,402197
1728,17,261040
1729,18,140752
1730,19,68679
1731,20,32178
1732,21,15647
1733,22,8130
1734,23,3281
1735,0,1451
1736,1,736
1737,2,368
1738,3,36
1739,4,98
1740,5,1067
1741,6,6705
1742,7,59116
1743,8,487052
1744,9,922968
1745,10,954116
1746,11,748294
1747,12,506547
1748,13,330091
1749,14,357032
1750,15,455080
1751,16,388483
1752,17,255511
1753,18,147396
1754,19,73643
1755,20,35077
1756,21,16610
1757,22,7255
1758,23,2662
1759,0,934
1760,1,352
1761,2,203
1762,3,186
1763,4,130
1764,5,916
1765,6,4617
1766,7,49845
1767,8,488115
1768,9,956882
1769,10,980108
1770,11,737727
1771,12,461509
1772,13,300539
1773,14,357147
1774,15,481964
1775,16,410874
1776,17,275516
1777,18,160224
1778,19,75461
1779,20,33575
1780,21,14503
1781,22,5548
1782,23,2301
1783,0,578
1784,1,221
1785,2,60
1786,3,66
1787,4,114
1788,5,1009
1789,6,3918
1790,7,45041
1791,8,448049
1792,9,944692
1793,10,993534
1794,11,785763
1795,12,514003
1796,13,325914
1797,14,353773
1798,15,497706
1799,16,465364
1800,17,327162
1801,18,203293
1802,19,96807
1803,20,41922
1804,21,20040
1805,22,7075
1806,23,3057
1807,0,898
1808,1,299
1809,2,112
1810,3,71
1811,4,139
1812,5,651
1813,6,4427
1814,7,41731
1815,8,429609
1816,9,945258
1817,10,1038712
1818,11,845852
1819,12,573773
1820,13,360042
1821,14,367508
1822,15,513681
1823,16,516850
1824,17,380914
1825,18,249825
1826,19,122566
1827,20,57184
1828,21,23801
1829,22,9438
1830,23,2745
1831,0,958
1832,1,214
1833,2,209
1834,3,173
1835,4,103
1836,5,652
1837,6,4556
1838,7,41105
1839,8,413917
1840,9,918477
1841,10,1050646
1842,11,881057
1843,12,609611
1844,13,391752
1845,14,377761
1846,15,527508
1847,16,534056
1848,17,417959
1849,18,277631
1850,19,148618
1851,20,68934
1852,21,32943
1853,22,13358
1854,23,4480
1855,0,1737
1856,1,364
1857,2,147
1858,3,91
1859,4,124
1860,5,1395
1861,6,6049
1862,7,40275
1863,8,358796
1864,9,838648
1865,10,1008441
1866,11,882128
1867,12,613639
1868,13,403695
1869,14,382228
1870,15,532901
1871,16,551038
1872,17,413747
1873,18,254478
1874,19,137268
1875,20,66284
1876,21,32238
1877,22,13881
1878,23,4561
1879,0,1586
1880,1,362
1881,2,207
1882,3,307
1883,4,326
1884,5,1254
1885,6,6130
1886,7,42387
1887,8,362774
1888,9,798438
1889,10,967221
1890,11,829711
1891,12,581196
1892,13,386874
1893,14,382326
1894,15,510716
1895,16,507327
1896,17,364519
1897,18,224174
1898,19,120641
1899,20,62102
1900,21,31673
1901,22,13628
1902,23,4847
1903,0,1394
1904,1,401
1905,2,265
1906,3,79
1907,4,288
1908,5,1052
1909,6,6595
1910,7,45763
1911,8,406065
1912,9,877654
1913,10,972309
1914,11,805430
1915,12,594356
1916,13,400608
1917,14,378500
1918,15,492888
1919,16,471432
1920,17,359609
1921,18,243771
1922,19,129526
1923,20,63293
