1,0,19
2,1,22
3,2,11
4,5,1
5,6,92
6,7,334
7,8,2548
8,9,10738
9,10,13357
10,11,11026
11,12,8099
12,13,5637
13,14,5136
14,15,6570
15,16,6894
16,17,4797
17,18,2379
18,19,1257
19,20,634
20,21,542
21,22,198
22,23,158
23,0,46
24,5,41
25,6,100
26,7,279
27,8,4165
28,9,13201
29,10,13216
30,11,11671
31,12,8636
32,13,5044
33,14,4917
34,15,6755
35,16,6720
36,17,4469
37,18,3136
38,19,1330
39,20,717
40,21,407
41,22,212
42,23,88
43,1,21
44,2,3
45,5,62
46,6,135
47,7,345
48,8,4179
49,9,14567
50,10,14543
51,11,12046
52,12,7272
53,13,4662
54,14,4973
55,15,7120
56,16,6622
57,17,4484
58,18,2560
59,19,1209
60,20,642
61,21,316
62,22,256
63,23,33
64,0,35
65,5,12
66,6,169
67,7,218
68,8,3757
69,9,13659
70,10,16071
71,11,12628
72,12,8277
73,13,4831
74,14,4822
75,15,7034
76,16,7395
77,17,5164
78,18,2820
79,19,1485
80,20,901
81,21,424
82,22,289
83,23,82
84,0,25
85,1,4
86,5,47
87,6,122
88,7,268
89,8,3699
90,9,13854
91,10,15747
92,11,13297
93,12,9069
94,13,4970
95,14,5369
96,15,7236
97,16,7231
98,17,5201
99,18,3205
100,19,1404
101,20,861
102,21,388
103,22,314
104,23,14
105,0,31
106,1,23
107,5,1
108,6,182
109,7,287
110,8,4078
111,9,14435
112,10,15714
113,11,13203
114,12,8612
115,13,5454
116,14,5078
117,15,7196
118,16,7450
119,17,4847
120,18,2827
121,19,1382
122,20,715
123,21,286
124,22,170
125,23,93
126,0,4
127,1,1
128,2,41
129,5,31
130,6,162
131,7,183
132,8,3426
133,9,13559
134,10,15675
135,11,12146
136,12,8210
137,13,5070
138,14,4968
139,15,7501
140,16,7145
141,17,4677
142,18,2530
143,19,992
144,20,613
145,21,261
146,22,247
147,23,67
148,0,9
149,5,57
150,6,112
151,7,295
152,8,4109
153,9,12179
154,10,14062
155,11,11606
156,12,7597
157,13,4722
158,14,5053
159,15,6780
160,16,6585
161,17,4014
162,18,2268
163,19,1000
164,20,608
165,21,420
166,22,224
167,23,96
168,0,13
169,5,7
170,6,134
171,7,311
172,8,4653
173,9,13982
174,10,14548
175,11,12765
176,12,8388
177,13,5536
178,14,5372
179,15,6710
180,16,5624
181,17,3862
182,18,2192
183,19,1166
184,20,509
185,21,428
186,22,167
187,23,59
188,0,17
189,5,15
190,6,76
191,7,262
192,8,4781
193,9,14305
194,10,15158
195,11,11733
196,12,7269
197,13,4350
198,14,4988
199,15,7255
200,16,6489
201,17,4207
202,18,2235
203,19,1133
204,20,574
205,21,287
206,22,247
207,23,150
208,0,3
209,1,22
210,5,1
211,6,55
212,7,400
213,8,5739
214,9,16752
215,10,16445
216,11,12595
217,12,7716
218,13,4758
219,14,5771
220,15,7873
221,16,7133
222,17,4489
223,18,2787
224,19,1305
225,20,695
226,21,348
227,22,244
228,23,210
229,0,90
230,1,38
231,5,15
232,6,155
233,7,1132
234,8,7775
235,9,16264
236,10,18211
237,11,14259
238,12,10546
239,13,6829
240,14,7055
241,15,9347
242,16,9087
243,17,7858
244,18,5981
245,19,3446
246,20,2386
247,21,1775
248,22,800
249,23,367
250,0,319
251,1,159
252,2,47
253,3,15
254,4,5
255,5,90
256,6,440
257,7,1814
258,8,9137
259,9,16332
260,10,17785
261,11,15889
262,12,13102
263,13,10004
264,14,8940
265,15,10347
266,16,10264
267,17,10200
268,18,8953
269,19,6466
270,20,5075
271,21,3575
272,22,2580
273,23,1415
274,0,591
275,1,320
276,2,272
277,3,85
278,4,1
279,5,63
280,6,816
281,7,2657
282,8,8871
283,9,15991
284,10,18043
285,11,16614
286,12,13764
287,13,11117
288,14,11010
289,15,11723
290,16,11671
291,17,11023
292,18,9645
293,19,7323
294,20,6090
295,21,4759
296,22,3071
297,23,1592
298,0,731
299,1,440
300,2,199
301,3,91
302,4,54
303,5,150
304,6,767
305,7,2568
306,8,8392
307,9,13727
308,10,15795
309,11,15174
310,12,12258
311,13,10685
312,14,11305
313,15,11109
314,16,12343
315,17,11595
316,18,10381
317,19,7862
318,20,6953
319,21,5711
320,22,3635
321,23,1930
322,0,1193
323,1,519
324,2,513
325,3,249
326,4,165
327,5,178
328,6,724
329,7,3345
330,8,9509
331,9,14836
332,10,14949
333,11,13767
334,12,13384
335,13,12090
336,14,10287
337,15,10515
338,16,10800
339,17,12152
340,18,11736
341,19,10199
342,20,8569
343,21,6888
344,22,4433
345,23,2977
346,0,1636
347,1,618
348,2,410
349,3,319
350,4,83
351,5,193
352,6,778
353,7,2902
354,8,9635
355,9,15504
356,10,16020
357,11,15043
358,12,13140
359,13,10862
360,14,9753
361,15,9866
362,16,10105
363,17,10582
364,18,11184
365,19,9444
366,20,7956
367,21,6520
368,22,4225
369,23,2666
370,0,1506
371,1,755
372,2,347
373,3,260
374,4,295
375,5,201
376,6,745
377,7,2578
378,8,8688
379,9,14134
380,10,14859
381,11,14606
382,12,12279
383,13,10766
384,14,10069
385,15,10794
386,16,10507
387,17,10751
388,18,10354
389,19,9636
390,20,8141
391,21,6912
392,22,4927
393,23,2900
394,0,1546
395,1,908
396,2,443
397,3,281
398,4,231
399,5,232
400,6,848
401,7,2406
402,8,7578
403,9,14188
404,10,15510
405,11,15663
406,12,13136
407,13,11141
408,14,9867
409,15,10349
410,16,10935
411,17,10533
412,18,10385
413,19,9359
414,20,8131
415,21,6744
416,22,4131
417,23,1959
418,0,1490
419,1,713
420,2,357
421,3,255
422,4,109
423,5,111
424,6,440
425,7,2174
426,8,6839
427,9,13403
428,10,16493
429,11,15561
430,12,12955
431,13,10404
432,14,9819
433,15,10441
434,16,11036
435,17,10617
436,18,10054
437,19,8209
438,20,6572
439,21,5441
440,22,3617
441,23,2095
442,0,1252
443,1,710
444,2,263
445,3,271
446,4,246
447,5,115
448,6,392
449,7,1619
450,8,5222
451,9,12248
452,10,16612
453,11,15414
454,12,13284
455,13,10431
456,14,10532
457,15,10801
458,16,10925
459,17,10242
460,18,8599
461,19,6380
462,20,5012
463,21,3890
464,22,2597
465,23,1732
466,0,917
467,1,337
468,2,340
469,3,304
470,4,20
471,5,63
472,6,253
473,7,1563
474,8,4367
475,9,10811
476,10,14118
477,11,15371
478,12,12241
479,13,10051
480,14,8852
481,15,10545
482,16,11127
483,17,10351
484,18,7445
485,19,5888
486,20,4710
487,21,3795
488,22,2403
489,23,1427
490,0,786
491,1,383
492,2,233
493,3,196
494,4,121
