1,7519
2,4002
3,1472
4,642
5,529
6,1016
7,5309
8,24500
9,248576
10,652559
11,792171
12,696176
13,506084
14,365514
15,377358
16,459204
17,428798
18,306371
19,194240
20,116051
21,76658
22,49663
23,31510
24,16458
25,7200
26,3308
27,1544
28,800
29,381
30,727
31,4909
32,28287
33,275256
34,635199
35,734247
36,610948
37,432090
38,314097
39,346277
40,416096
41,377934
42,254249
43,151323
44,87636
45,52172
46,30716
47,17705
48,10356
49,4836
50,1458
51,634
52,518
53,350
54,765
55,4704
56,31389
57,294118
58,679103
59,770857
60,654011
61,486439
62,347089
63,350800
64,421422
65,381614
66,274306
67,180221
68,105689
69,64136
70,40211
71,22074
72,10822
73,5253
74,1592
75,650
76,241
77,277
78,743
79,4379
80,26831
81,324310
82,723150
83,797506
84,649926
85,442302
86,314882
87,347651
88,413199
89,369901
90,252282
91,156903
92,83865
93,48844
94,28293
95,13978
96,7785
97,3404
98,1940
99,718
100,418
101,325
102,672
103,3637
104,23302
105,292949
106,709077
107,812773
108,666893
109,452514
110,318928
111,339188
112,422581
113,387532
114,271965
115,168257
116,89642
117,49362
118,28725
119,15231
120,7646
121,3014
122,1147
123,396
124,193
125,79
126,532
127,2970
128,23596
129,283149
130,711086
131,821526
132,695312
133,486874
134,346497
135,360044
136,461318
137,429894
138,315013
139,195111
140,108236
141,57179
142,33989
143,19680
144,9468
145,3359
146,2289
147,709
148,427
149,333
150,568
151,3369
152,21308
153,292943
154,766654
155,876443
156,746174
157,533202
158,373957
159,381123
160,474896
161,468663
162,367673
163,251676
164,147563
165,83738
166,49813
167,24147
168,11288
169,24
170,4884
171,1926
172,1306
173,242
174,259
175,593
176,4145
177,21343
178,268307
179,746768
180,898831
181,790549
182,566921
183,397156
184,386014
185,500668
186,515344
187,394291
188,254572
189,143858
190,87533
191,52520
192,28716
193,12457
194,5216
195,2287
196,1404
197,327
198,270
199,664
200,5300
201,25918
202,270953
203,706917
204,863396
205,764413
206,553051
207,389794
208,381069
209,493398
210,499142
211,381146
212,244780
213,145698
214,87860
215,54575
216,28250
217,13099
218,5461
219,2511
220,913
221,289
222,426
223,722
224,6080
225,34091
226,320208
227,750372
228,870854
229,742882
230,586360
231,413963
232,375727
233,452490
234,440036
235,351952
236,253486
237,152283
238,86304
239,52761
240,29205
241,13693
242,4699
243,2112
244,1254
245,395
246,309
247,827
248,5246
249,29133
250,345631
251,787526
252,879538
253,722532
254,500031
255,341551
256,357633
257,446472
258,406441
259,294468
260,189235
261,104562
262,59665
263,36029
264,18569
265,8099
266,3341
267,2175
268,613
269,309
270,384
271,443
272,4441
273,27092
274,338098
275,790598
276,884528
277,721360
278,498068
279,335522
280,354575
281,453896
282,408521
283,288551
284,173319
285,91825
286,51579
287,30059
288,13341
289,6466
290,2723
291,1464
292,390
293,194
294,265
295,562
296,3982
297,24268
298,312289
299,771942
300,886298
301,731329
302,511543
303,341048
304,352367
305,445592
306,411782
307,286918
308,177461
309,95431
310,49118
311,28410
312,13199
313,6236
314,3278
315,963
316,358
317,202
318,323
319,526
320,4195
321,27025
322,322814
323,776809
324,885702
325,733406
326,499398
327,341897
328,351395
329,453782
330,432241
331,303983
332,188438
333,97491
334,51982
